دانشكده درس 	دانشكده درس 	گروه آموزشي 	گروه آموزشي 	شماره و گروه درس	نام درس	کل	ع	ظر فيت	ثبت نام شده	تعداد ليست انتظار	جنسيت	نام استاد	زمان و مكان ارائه/ امتحان	توضيحات	امكان اخذ درس توسط ساير مراكز	حذف اضطراري
14	فني و مهندسي	16	مهندسي شيمي	1416008_08	آزمايشگاه فيزيك 1	1	1	12	0	0	مختلط	مظلومي عليرضا<BR>	درس(ع): دوشنبه 08:00-10:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_09	آزمايشگاه فيزيك 1	1	1	12	12	0	مختلط	مظلومي عليرضا<BR>	درس(ع): دوشنبه 10:00-12:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_10	آزمايشگاه فيزيك 1	1	1	10	6	0	مختلط	صادقي خليل آبادي پويا<BR>	درس(ع): دوشنبه 13:30-15:30 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_11	آزمايشگاه فيزيك 1	1	1	15	15	0	مختلط	مظلومي عليرضا<BR>	درس(ع): سه شنبه 08:00-10:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_12	آزمايشگاه فيزيك 1	1	1	12	0	0	مختلط	صابري سيد حسن<BR>	درس(ع): سه شنبه 13:30-15:30 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_13	آزمايشگاه فيزيك 1	1	1	12	11	0	مختلط	سلمه فاطمه<BR>	درس(ع): سه شنبه 15:30-17:30 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_14	آزمايشگاه فيزيك 1	1	1	13	13	0	مختلط	بهروزيان بهجت<BR>	درس(ع): چهارشنبه 10:00-12:00 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416008_15	آزمايشگاه فيزيك 1	1	1	12	9	0	مختلط	سلمه فاطمه<BR>	درس(ع): چهارشنبه 13:30-15:30 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_01	آزمايشگاه فيزيك 2	1	1	11	11	0	مختلط	كريميان خنامان سعيد<BR>	درس(ع): شنبه 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_02	آزمايشگاه فيزيك 2	1	1	11	12	0	مختلط	كريميان خنامان سعيد<BR>	درس(ع): شنبه 10:00-12:00<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_03	آزمايشگاه فيزيك 2	1	1	13	13	0	مختلط	كريميان خنامان سعيد<BR>	درس(ع): شنبه 13:30-15:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_04	آزمايشگاه فيزيك 2	1	1	12	12	0	مختلط	حسن زاده معظمه<BR>	درس(ع): يك شنبه 13:30-15:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_05	آزمايشگاه فيزيك 2	1	1	12	11	0	مختلط	شمسي عليرضا<BR>	درس(ع): دوشنبه 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_06	آزمايشگاه فيزيك 2	1	1	13	14	0	مختلط	مالكي مقدم ميلاد<BR>	درس(ع): دوشنبه 13:30-15:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_07	آزمايشگاه فيزيك 2	1	1	13	13	0	مختلط	صادقي خليل آبادي پويا<BR>	درس(ع): دوشنبه 15:30-17:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_10	آزمايشگاه فيزيك 2	1	1	13	13	0	مختلط	صادقي خليل آبادي پويا<BR>	درس(ع): چهارشنبه 10:00-12:00<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416009_11	آزمايشگاه فيزيك 2	1	1	12	12	0	مختلط	صادقي خليل آبادي پويا<BR>	درس(ع): چهارشنبه 13:30-15:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416010_01	شيمي عمومي 	3	0	40	0	0	مختلط	اناري عباسي نژاد محمد<BR>	درس(ت): دوشنبه 08:00-10:00<BR> درس(ت): چهارشنبه 10:00-12:00<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416010_02	شيمي عمومي 	3	0	40	36	0	مختلط	دهوئي بلوچ فايزه<BR>	درس(ت): دوشنبه 08:00-10:00 مکان: ك346فني<BR> درس(ت): چهارشنبه 10:00-12:00 مکان: 228 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416010_03	شيمي عمومي 	3	0	57	53	0	مختلط	حسيني راضيه<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: 331 فني و مهندسي<BR> درس(ت): چهارشنبه 13:30-15:30 مکان: 333 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416010_04	شيمي عمومي 	3	0	40	0	0	مختلط	رفيعي زاده مهديه<BR>	درس(ت): دوشنبه 10:00-12:00<BR> درس(ت): چهارشنبه 13:30-15:30<BR> امتحان(1404.10.17) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416011_01	آزمايشگاه شيمي عمومي 	1	1	15	11	0	مختلط	شاهي مريدي رقيه<BR>	درس(ع): شنبه 12:00-13:30 مکان: آزمايشگاه شيمي<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416011_02	آزمايشگاه شيمي عمومي 	1	1	15	11	0	مختلط	رياحي پور الناز<BR>	درس(ع): يك شنبه 17:30-19:30 مکان: آزمايشگاه شيمي<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416011_03	آزمايشگاه شيمي عمومي 	1	1	13	10	0	مختلط	يزدان كشكو فرزانه<BR>	درس(ع): يك شنبه 17:30-19:30 مکان: آزمايشگاه شيمي -فيزيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416012_01	شيمي آلي مهندسي شيمي	3	0	40	11	0	مختلط	رنجبر كريمي رضا<BR>	درس(ت): سه شنبه 15:30-17:30 مکان: 214 علوم<BR> درس(ت): چهارشنبه 15:30-17:30 مکان: 102علوم<BR> امتحان(1404.10.24) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416013_01	آزمايشگاه شيمي آلي مهندسي شيمي	1	1	1	1	2	مختلط	اساتيد گروه آموزشي <BR>	درس(ع): چهارشنبه 12:00-13:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416014_01	شيمي تجزيه	3	0	30	13	0	مختلط	محمدي دولت آباد علي<BR>	درس(ت): شنبه 10:00-12:00 مکان: 106علوم<BR> درس(ت): دوشنبه 10:00-12:00 مکان: 204 علوم<BR> امتحان(1404.10.21) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416015_01	آزمايشگاه شيمي تجزيه	1	1	12	8	0	مختلط	روحاني مقدم مسعود<BR>	درس(ع): سه شنبه 10:00-12:00<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416015_02	آزمايشگاه شيمي تجزيه	1	1	12	0	0	مختلط	روحاني مقدم مسعود<BR>	درس(ع): سه شنبه 08:00-10:00<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416016_01	كارگاه عمومي	1	1	15	8	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): شنبه 08:00-10:00 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416016_02	كارگاه عمومي	1	1	18	18	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): شنبه 10:00-12:00 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416016_03	كارگاه عمومي	1	1	20	18	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): شنبه 13:30-15:30 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416016_04	كارگاه عمومي	1	1	20	15	0	مختلط	نظريان مهدي رضا<BR>	درس(ع): دوشنبه 08:00-10:00 مکان: كارگاه جوشكاري و ورق كاري جنب بازرچه<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416019_01	استاتيك و مقاومت مصالح	3	0	40	31	0	مختلط	قاسم آباديان محمد علي<BR>	درس(ت): شنبه 15:30-17:30 مکان: ك244فني<BR> درس(ت): دوشنبه 15:30-17:30 مکان: 231 فني و مهندسي<BR> امتحان(1404.10.30) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416020_01	كارگاه نرم افزار مهندسي 	1	1	16	7	0	مختلط	رسولي يزدي لاله<BR>	درس(ع): شنبه 10:00-12:00 مکان: كارگاه كامپيوتر<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416022_01	موازنه انرژي و مواد	4	0	40	40	0	مختلط	ميرزايي ابراهيم آبادي مريم<BR>	درس(ت): سه شنبه 08:00-10:00 مکان: ك244فني<BR> حل تمرين(ت): دوشنبه 17:30-19:30 مکان: ك244فني<BR> حل تمرين(ت): چهارشنبه 08:00-10:00 مکان: ك244فني<BR> امتحان(1404.10.22) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416023_01	ترموديناميك مهندسي شيمي 1	3	0	20	10	0	مختلط	طالبي زاده رفسنجاني عليرضا<BR>	درس(ت): يك شنبه 15:30-17:30 مکان: ك244فني<BR> درس(ت): سه شنبه 15:30-16:30 مکان: 115 فني<BR> حل تمرين(ت): سه شنبه 16:30-17:30 مکان: 115 فني<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416024_01	ترموديناميك مهندسي شيمي 2	3	0	25	8	0	مختلط	مراديان امين<BR>	درس(ت): شنبه 15:30-17:30 مکان: 115 فني<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 115 فني<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 115 فني<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416025_01	شيمي فيزيك مهندسي شيمي	3	0	30	21	0	مختلط	سيدباقري سيدمحمد<BR>	درس(ت): شنبه 15:30-17:30 مکان: سيصد و سي<BR> درس(ت): يك شنبه 15:30-16:30 مکان: سيصد و سي<BR> حل تمرين(ت): يك شنبه 16:30-17:30 مکان: سيصد و سي<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416026_01	آزمايشگاه شيمي فيزيك	1	1	12	10	0	مختلط	سيدباقري سيدمحمد<BR>	درس(ع): شنبه 17:30-19:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416026_02	آزمايشگاه شيمي فيزيك	1	1	13	13	0	مختلط	سيدباقري سيدمحمد<BR>	درس(ع): يك شنبه 17:30-19:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416027_01	مكانيك سيالات 1	3	0	30	20	0	مختلط	بسنجيده محسن<BR>	درس(ت): شنبه 17:30-19:30 مکان: ك244فني<BR> درس(ت): چهارشنبه 17:30-18:30 مکان: ك244فني<BR> حل تمرين(ت): چهارشنبه 18:30-19:30 مکان: ك244فني<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416028_01	مكانيك سيالات 2	2	0	30	24	0	مختلط	كاميابي محمدمهدي<BR>	درس(ت): شنبه 08:00-09:00 مکان: ك244فني<BR> حل تمرين(ت): شنبه 09:00-10:00 مکان: ك244فني<BR> امتحان(1404.10.20) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416029_01	آزمايشگاه مكانيك سيالات	1	1	13	11	0	مختلط	سپهر مرتضي<BR>	درس(ع): چهارشنبه 13:30-15:30 مکان: آزمايشگاه سيالات گ مكانيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416029_02	آزمايشگاه مكانيك سيالات	1	1	14	14	0	مختلط	سپهر مرتضي<BR>	درس(ع): دوشنبه 13:30-15:30 مکان: آزمايشگاه سيالات گ مكانيك<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416030_01	انتقال حرارت 1	3	0	30	26	0	مختلط	حسيني داوراني سيد محمد صادق<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: ك244فني<BR> درس(ت): سه شنبه 10:00-11:00 مکان: ك244فني<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: ك244فني<BR> امتحان(1404.10.18) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416031_01	انتقال حرارت 2	3	0	25	14	0	مختلط	مراديان امين<BR>	درس(ت): دوشنبه 17:30-19:30 مکان: 115 فني<BR> درس(ت): سه شنبه 08:00-10:00 مکان: 115 فني<BR> امتحان(1404.10.18) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416032_01	آزمايشگاه انتقال حرارت	1	1	14	13	0	مختلط	رضواني عبدل آباد انيس<BR>	درس(ع): سه شنبه 17:30-19:30 مکان: آزمايشگاه انتقال حرارت<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416032_02	آزمايشگاه انتقال حرارت	1	1	13	12	0	مختلط	رضواني عبدل آباد انيس<BR>	درس(ع): چهارشنبه 17:30-19:30 مکان: آزمايشگاه انتقال حرارت<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416033_01	انتقال جرم	3	0	30	24	0	مختلط	اقبالي مهدي آبادي حديث<BR>	درس(ت): شنبه 10:00-12:00 مکان: ك244فني<BR> درس(ت): سه شنبه 08:00-09:00 مکان: 230 فني مهندسي<BR> حل تمرين(ت): سه شنبه 09:00-10:00 مکان: 230 فني مهندسي<BR> امتحان(1404.10.29) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416034_01	عمليات واحد1	3	0	27	20	0	مختلط	مراديان امين<BR>	درس(ت): شنبه 13:30-15:30 مکان: ك201فني<BR> درس(ت): يك شنبه 13:30-14:30 مکان: ك201فني<BR> حل تمرين(ت): يك شنبه 14:30-15:30 مکان: ك201فني<BR> امتحان(1404.10.22) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416035_01	عمليات واحد 2	3	0	25	12	0	مختلط	ميرزايي ابراهيم آبادي مريم<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: 115 فني<BR> درس(ت): چهارشنبه 13:30-14:30 مکان: 115 فني<BR> حل تمرين(ت): چهارشنبه 14:30-15:30 مکان: 115 فني<BR> امتحان(1404.10.28) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416036_01	آزمايشگاه عمليات واحد	1	1	12	12	0	مختلط	ندامتكار طوبي<BR>	درس(ع): شنبه 15:30-17:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416037_01	كنترل فرايندها1	3	0	25	14	0	مختلط	هاشمي پور رفسنجاني حسن<BR>	درس(ت): شنبه 10:00-12:00 مکان: 115 فني<BR> درس(ت): يك شنبه 15:30-16:30 مکان: 115 فني<BR> حل تمرين(ت): يك شنبه 16:30-17:30 مکان: 115 فني<BR> امتحان(1404.11.01) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416039_01	آزمايشگاه كنترل فرايندها	1	1	12	10	0	مختلط	ندامتكار طوبي<BR>	درس(ع): شنبه 17:30-19:30<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416040_01	سينتيك و طراحي راكتور	4	0	25	18	0	مختلط	هاشمي پور رفسنجاني حسن<BR>	درس(ت): شنبه 08:00-10:00 مکان: 115 فني<BR> درس(ت): دوشنبه 08:00-10:00 مکان: 124 فني و مهندسي<BR> امتحان(1404.10.29) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416042_01	كارگاه نرم افزار در مهندسي شيمي	1	1	30	13	0	مختلط	رزاني حسن<BR>	درس(ع): چهارشنبه 08:00-10:00 مکان: كارگاه كامپيوتر<BR> 		-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416043_01	اقتصادوطرح مهندسي	3	0	30	12	0	مختلط	ميرزايي ابراهيم آبادي مريم<BR>	درس(ت): دوشنبه 15:30-17:30 مکان: ك244فني<BR> درس(ت): چهارشنبه 15:30-16:30 مکان: ك244فني<BR> حل تمرين(ت): چهارشنبه 16:30-17:30 مکان: ك244فني<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416044_01	پروژه كارشناسي مهندسي شيمي	3	0	60	0	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416049_01	خوردگي	2	0	30	12	0	مختلط	زراعتي مليحه<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: ك244فني<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416050_01	زبان تخصصي	2	0	30	28	0	مختلط	باباپورواجاري امين<BR>	درس(ت): دوشنبه 10:00-12:00 مکان: ك244فني<BR> امتحان(1404.11.01) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416052_01	كاربرد رياضيات در مهندسي شيمي	3	0	20	11	0	مختلط	اقبالي مهدي آبادي حديث<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 115 فني<BR> درس(ت): دوشنبه 15:30-16:30 مکان: 139 فني و مهندسي<BR> حل تمرين(ت): دوشنبه 16:30-17:30 مکان: 139 فني و مهندسي<BR> امتحان(1404.10.20) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416053_01	مقدمه اي بر نانو فناوري	2	0	30	17	0	مختلط	ديني علي<BR>	درس(ت): يك شنبه 08:00-10:00 مکان: سيصد و سي<BR> امتحان(1404.10.21) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416055_01	تصفيه آب و فاضلاب	3	1	30	16	0	مختلط	مراديان امين<BR>	درس(ت): دوشنبه 13:30-15:30 مکان: ك244فني<BR> درس(ع): سه شنبه 13:30-15:30 مکان: 229 فني و مهندسي<BR> امتحان(1404.10.24) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416057_01	آمار و احتمال مهندسي	3	0	48	48	0	مختلط	فتحي زاده مالك<BR>	درس(ت): شنبه 15:30-17:30 مکان: 105 شهيد فخري زاده<BR> درس(ت): سه شنبه 10:00-11:00 مکان: 203 شهيد فخري زاده<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: 203 شهيد فخري زاده<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416057_02	آمار و احتمال مهندسي	3	0	41	41	0	مختلط	كبيري داوراني شيرين<BR>	درس(ت): شنبه 15:30-17:30 مکان: 229 فني و مهندسي<BR> درس(ت): سه شنبه 10:00-11:00 مکان: 225 فني ومهندسي<BR> حل تمرين(ت): سه شنبه 11:00-12:00 مکان: 225 فني ومهندسي<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416057_04	آمار و احتمال مهندسي	3	0	45	35	0	مختلط	ديني علي<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: 211 علوم<BR> درس(ت): چهارشنبه 10:00-11:00 مکان: ك201فني<BR> حل تمرين(ت): چهارشنبه 11:00-12:00 مکان: ك201فني<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416077_01	ترموديناميك پيشرفته	3	0	20	6	0	مختلط	طالبي زاده رفسنجاني عليرضا<BR>	درس(ت): شنبه 15:30-17:30 مکان: 124 فني و مهندسي<BR> درس(ت): يك شنبه 17:30-19:30 مکان: 124 فني و مهندسي<BR> امتحان(1404.10.17) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416079_01	رياضيات مهندسي پيشرفته	3	0	10	6	0	مختلط	كاميابي محمدمهدي<BR>	درس(ت): شنبه 10:00-12:00 مکان: 228 فني و مهندسي<BR> درس(ت): يك شنبه 08:00-10:00 مکان: فني و مهندسي336<BR> امتحان(1404.10.20) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416081_01	مكانيك سيالات پيشرفته	3	0	10	4	0	مختلط	حسيني داوراني سيد محمد صادق<BR>	درس(ت): شنبه 08:00-10:00 مکان: فني 245<BR> درس(ت): يك شنبه 10:00-12:00 مکان: فني 245<BR> امتحان(1404.10.28) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416084_01	طراحي آزمايش ها و تحليل آماري نتايج	3	0	10	4	0	مختلط	اقبالي مهدي آبادي حديث<BR>	درس(ت): شنبه 13:30-15:30 مکان: 124 فني و مهندسي<BR> درس(ت): يك شنبه 13:30-15:30 مکان: سيصد و سي<BR> امتحان(1404.10.23) ساعت : 14:00-16:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416092_01	پايان نامه	6	0	10	1	0	مختلط	اساتيد گروه آموزشي <BR>			-	امكان ندارد
14	فني و مهندسي	16	مهندسي شيمي	1416103_01	شبيه سازي مولكولي	3	0	10	0	0	مختلط	ميرزايي ابراهيم آبادي مريم<BR>	درس(ت): يك شنبه 10:00-12:00 مکان: اتاق گروه مهندسي شيمي<BR> درس(ت): دوشنبه 13:30-15:30 مکان: اتاق گروه مهندسي شيمي<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416104_01	مقدمه اي بر نانو فناوري	3	0	20	2	0	مختلط	ديني علي<BR>	درس(ت): شنبه 08:00-10:00 مکان: اتاق گروه مهندسي شيمي<BR> درس(ت): يك شنبه 15:30-17:30 مکان: اتاق گروه مهندسي شيمي<BR> امتحان(1404.10.23) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416105_01	شيمي و نانو فناوري	3	0	10	2	0	مختلط	ديني علي<BR>	درس(ت): شنبه 13:30-15:30 مکان: 105فني<BR> درس(ت): يك شنبه 13:30-15:30 مکان: 105فني<BR> امتحان(1404.10.28) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416118_01	برنامه سازي كامپيوتر	3	0	49	49	0	مختلط	قاسمي لادن<BR>	درس(ت): يك شنبه 17:30-19:30 مکان: ك244فني<BR> درس(ت): سه شنبه 17:30-18:30 مکان: كارگاه كامپيوترطبقه اول فني<BR> حل تمرين(ت): سه شنبه 18:30-19:30 مکان: كارگاه كامپيوترطبقه اول فني<BR> امتحان(1404.10.24) ساعت : 08:00-10:00<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416118_02	برنامه سازي كامپيوتر	3	0	50	14	0	مختلط	جوادي مقدم شيما<BR>	درس(ت): يك شنبه 13:30-15:30 مکان: كارگاه كامپيوترطبقه اول فني<BR> درس(ت): دوشنبه 17:30-18:30 مکان: كارگاه كامپيوترطبقه اول فني<BR> حل تمرين(ت): دوشنبه 18:30-19:30 مکان: كارگاه كامپيوترطبقه اول فني<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416118_03	برنامه سازي كامپيوتر	3	0	60	44	0	مختلط	خليل زاده معصومه<BR>	درس(ت): شنبه 08:00-10:00 مکان: كارگاه كامپيوتر<BR> درس(ت): دوشنبه 15:30-17:30 مکان: ك201فني<BR> امتحان(1404.10.30) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416119_01	آشنايي با مهندسي شيمي(كاربيني)	1	1	45	20	0	مختلط	اقبالي مهدي آبادي حديث<BR>	درس(ع): دوشنبه 13:30-15:30 مکان: 124 فني و مهندسي<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416119_02	آشنايي با مهندسي شيمي(كاربيني)	1	1	30	28	0	مختلط	اقبالي مهدي آبادي حديث<BR>	درس(ع): سه شنبه 10:00-12:00 مکان: 231 فني و مهندسي<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416140_01	پديده هاي انتقال پيشرفته	3	0	5	4	0	مختلط	حسيني داوراني سيد محمد صادق<BR>هاشمي پور رفسنجاني حسن<BR>	درس(ت): چهارشنبه 10:00-12:00 مکان: اتاق گروه مهندسي شيمي<BR> درس(ت): چهارشنبه 13:30-15:30 مکان: اتاق گروه مهندسي شيمي<BR> امتحان(1404.10.21) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	16	مهندسي شيمي	1416141_01	مطالب ويژه	3	0	5	4	0	مختلط	اساتيد گروه آموزشي <BR>	درس(ت): شنبه 15:30-17:30<BR> درس(ت): يك شنبه 15:30-17:30<BR> امتحان(1404.11.01) ساعت : 10:30-12:30<BR> 		-	امكان دارد
14	فني و مهندسي	17	معدن	1417003_01	مدل سازي،شبيه سازي و مباني كنترل سيستم هاي فراوري مواد معدني	3	0	25	18	0	مختلط	پارساپور غلامعباس<BR>	درس(ت): شنبه 08:00-10:00 مکان: فني 114<BR> درس(ت): دوشنبه 08:00-09:00 مکان: فني 114<BR> امتحان(1404.10.23) ساعت : 10:30-12:30<BR> 		-	امكان ندارد
14	فني و مهندسي	17	معدن	1417004_01	هيدرومتالوژي پيشرفته	3	0	18	17	0	مختلط	زندوكيلي سعيد<BR>	درس(ت): شنبه 10:00-12:00 مکان: 141 فني و مهندسي<BR> درس(ت): سه شنبه 11:00-12:00 مکان: فني 114<BR> امتحان(1404.10.17) ساعت : 10:30-12:30<BR> 		-	امكان دارد
